"Surveyed_by","Date","method","SubplotID","SPP","PlantID","Phen","Leaf","Dam","Chew","mScrape","iScrape","Mine","Gall","Window","Lspot","Rust","Pmildew","Dmildew","Blight","wet","rhiz.like","clorosis","white.mildew.like.thing","thrips","tent","scler.like","Phomopsis","lf.curl","necrotic.lesion","Chlorotic.spots","Choking","slime_mold_like","Notes","disease","herbivory","tot.damage","SPP2","SubplotID2"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",8,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",8,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",8,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",9,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",9,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Cynosurus cristatus",10,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Cynosurus cristatus","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Cynosurus cristatus",10,"v",2,"d",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Cynosurus cristatus","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Cynosurus cristatus",10,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Cynosurus cristatus","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Medicago falcata",11,"s",1,"d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,30,30,"Medicago sativa","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Medicago falcata",11,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aphids",0,0,0,"Medicago sativa","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Medicago falcata",11,"s",3,"d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aphids",0,30,30,"Medicago sativa","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Medicago falcata",11,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Medicago sativa","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Medicago falcata",11,"s",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Medicago sativa","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",12,"v",1,"d",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Festica rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",12,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festica rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Plantago media",13,"b",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Plantago media","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Plantago media",13,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Plantago media","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Plantago media",13,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Plantago media","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Plantago media",13,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Plantago media","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Plantago media",13,"b",5,"d",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Plantago media","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",14,"v",1,"d",40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,40,41,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",14,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Festuca rubra",14,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",15,"f",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",15,"f",2,"d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,30,30,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",15,"f",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",15,"f",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",15,"f",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",16,"b",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",16,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",16,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",16,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",16,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Agrostis capillaris",17,"f",1,"d",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Agrostis capillaris","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",18,"b",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",18,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",18,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",18,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",18,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",19,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",19,"v",2,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",19,"v",3,"d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",20,"b",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",20,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",20,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",20,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.3","Centaurea jacea",20,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","I4.8.3"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",1,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",1,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Phleum pratense",2,"f",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"phleum pratense","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Phleum pratense",2,"f",2,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,10,10,"phleum pratense","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Phleum pratense",2,"f",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"phleum pratense","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",3,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",3,"v",2,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",3,"v",3,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",4,"v",1,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,10,10,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",4,"v",2,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",4,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",4,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",4,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",5,"b",1,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",5,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",5,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",5,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",5,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",6,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",6,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",6,"v",3,"d",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",6,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Centaurea jacea",6,"v",5,"d",50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,52,52,"centauria jacea","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",7,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",7,"v",2,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",7,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",8,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",8,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Festuca rubra",8,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"festuca rubra","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Achillea millefolium",9,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"achillea millefolium","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Achillea millefolium",9,"v",2,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"achillea millefolium","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Achillea millefolium",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"achillea millefolium","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Bromus sp / Koeleria sp",10,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Bromus sp / Koeleria sp",10,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Bromus sp / Koeleria sp",10,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",11,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",11,"v",2,"d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",11,"v",3,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",11,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",11,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",12,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",12,"v",2,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",12,"v",3,"d",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,50,50,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Cerastium fontanum",13,"s",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"cerastium fontanum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Cerastium fontanum",13,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"cerastium fontanum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Cerastium fontanum",13,"s",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"cerastium fontanum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Cerastium fontanum",13,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"cerastium fontanum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Cerastium fontanum",13,"s",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"cerastium fontanum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",14,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",14,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",14,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Brachypodium pinnatum",14,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"brachypodium pinnatum","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Plantago media",15,"s",1,"d",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"plantago media","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Plantago media",15,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"plantago media","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Plantago media",15,"s",3,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"plantago media","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Plantago media",15,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"plantago media","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Plantago media",15,"s",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"plantago media","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Taraxacum sp",16,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"taraxacum sp","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Taraxacum sp",16,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"taraxacum sp","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Taraxacum sp",16,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"taraxacum sp","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Taraxacum sp",16,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"taraxacum sp","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",17,"s",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",17,"s",2,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",17,"s",3,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",17,"s",4,"d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Salvia pratensis",17,"s",5,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"salvia pratensis","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Bromus sp / Koeleria sp",18,"v",1,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Bromus/Koeleria","I4.8.1"
"fh, mj","29.Jul.19","touching","I4.8.1","Bromus sp / Koeleria sp",18,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I4.8.1"
